wage,age,education,marital,industry,health,hours,education_level
49000,33,18,married,management,very_good,40,masters
90000,54,12,married,service,very_good,40,HS
3.00E+05,49,18,married,management,fair,50,masters
25000,46,16,single,service,good,40,bachelors
2000,19,12,single,service,very_good,20,HS
51000,36,20,single,management,very_good,50,professional_phd
28000,27,12,married,management,very_good,40,HS
35000,31,12,married,installation_production,excellent,40,HS
46000,61,13,married,management,very_good,40,some_college
13440,35,12,married,service,good,40,HS
150000,57,16,married,management,very_good,40,bachelors
42002,51,14,married,management,fair,36,associate
30000,19,12,single,service,good,35,HS
84000,33,12,married,management,excellent,50,HS
0,43,12,single,service,good,40,HS
36000,31,20,single,service,very_good,60,professional_phd
17000,19,12,single,installation_production,very_good,40,HS
20000,36,12,married,service,good,40,HS
25000,30,14,married,construction,excellent,60,associate
30000,63,12,married,service,very_good,32,HS
20000,26,13,single,service,very_good,36,some_college
65000,25,16,single,management,very_good,50,bachelors
12000,23,16,single,service,very_good,35,bachelors
13000,23,12,single,service,excellent,12,HS
52000,34,12,married,construction,excellent,40,HS
0,23,13,single,service,good,25,some_college
0,31,11,single,installation_production,very_good,16,some_HS
15152,53,16,single,management,poor,29,bachelors
19000,38,13,single,service,excellent,25,some_college
1.00E+05,39,18,married,management,very_good,60,masters
40000,37,16,single,service,very_good,40,bachelors
0,31,12,single,management,very_good,40,HS
10800,45,12,single,service,excellent,20,HS
45000,28,13,single,service,excellent,40,some_college
25000,31,12,married,service,excellent,40,HS
90000,46,16,married,management,good,36,bachelors
19760,56,14,married,transportation,excellent,50,associate
4000,20,13,single,service,very_good,20,some_college
60000,20,12,single,service,good,40,HS
61000,36,18,single,management,very_good,40,masters
50000,29,12,single,installation_production,very_good,40,HS
15000,48,12,single,service,excellent,40,HS
48000,47,16,single,service,good,70,bachelors
20000,43,5.5,married,service,fair,20,less_than_HS
0,41,16,single,management,excellent,40,bachelors
8000,73,12,married,service,good,60,HS
80000,48,16,married,service,very_good,40,bachelors
10000,36,12,single,service,excellent,24,HS
35000,36,14,single,installation_production,excellent,40,associate
21000,40,12,single,service,very_good,40,HS
5200,27,16,single,management,very_good,20,bachelors
149000,47,13,single,installation_production,good,40,some_college
141227,45,16,married,service,good,40,bachelors
60000,36,20,married,management,very_good,40,professional_phd
450000,49,18,married,installation_production,excellent,60,masters
82000,33,18,married,management,excellent,45,masters
35000,46,12,married,service,very_good,50,HS
130000,49,18,married,management,good,45,masters
70000,37,13,married,management,excellent,40,some_college
14000,49,14,single,service,excellent,13,associate
47000,32,18,married,management,excellent,40,masters
130000,41,16,single,management,excellent,45,bachelors
30000,60,13,single,construction,good,40,some_college
160000,41,16,married,management,very_good,50,bachelors
0,40,16,married,management,very_good,40,bachelors
0,28,16,married,service,very_good,1,bachelors
36000,30,13,single,service,good,40,some_college
15000,48,12,single,service,excellent,25,HS
38000,42,13,single,transportation,very_good,40,some_college
24000,24,12,single,transportation,excellent,40,HS
65000,29,12,married,management,very_good,70,HS
18000,40,12,married,transportation,good,40,HS
45000,28,18,married,management,excellent,40,masters
81000,32,16,single,management,very_good,40,bachelors
25000,39,12,married,construction,good,24,HS
120000,63,18,married,management,excellent,40,masters
5500,23,13,single,service,excellent,22,some_college
10000,55,11,married,service,fair,30,some_HS
12500,56,16,single,service,very_good,25,bachelors
5000,25,14,single,transportation,excellent,24,associate
2500,19,13,single,service,very_good,20,some_college
50000,54,12,married,service,excellent,40,HS
550000,30,18,married,management,good,40,masters
0,18,11,single,service,very_good,15,some_HS
65000,35,12,married,management,excellent,50,HS
20000,47,9,married,construction,very_good,40,some_HS
40000,62,18,married,management,very_good,40,masters
30000,18,12,single,installation_production,excellent,35,HS
45000,47,11,single,installation_production,fair,40,some_HS
39936,39,14,single,management,excellent,48,associate
75000,42,13,married,installation_production,very_good,40,some_college
89000,47,16,single,management,very_good,40,bachelors
5000,36,11,married,service,excellent,40,some_HS
60000,63,12,married,transportation,good,40,HS
195000,49,20,married,management,excellent,60,professional_phd
82000,26,14,single,service,good,43,associate
1.00E+05,61,16,single,management,fair,55,bachelors
45000,47,16,married,service,very_good,36,bachelors
0,68,12,married,management,fair,45,HS
33349,62,11,married,installation_production,very_good,48,some_HS
65002,44,18,married,management,excellent,45,masters
75000,47,12,married,service,very_good,60,HS
140000,60,20,married,installation_production,good,40,professional_phd
47390,33,13,single,management,very_good,40,some_college
15000,30,12,married,service,very_good,36,HS
36000,58,13,married,installation_production,excellent,40,some_college
150000,39,20,married,management,very_good,40,professional_phd
500,66,20,single,management,good,4,professional_phd
56000,25,14,single,construction,excellent,40,associate
36000,33,13,single,construction,very_good,40,some_college
2.00E+05,52,16,married,management,very_good,70,bachelors
20000,31,12,single,installation_production,excellent,40,HS
90000,41,18,married,management,excellent,40,masters
110000,30,16,married,management,very_good,40,bachelors
25000,39,12,married,service,very_good,40,HS
70000,36,16,married,installation_production,excellent,40,bachelors
2.00E+05,60,12,married,management,very_good,40,HS
9000,62,12,single,service,excellent,30,HS
6500,33,14,married,management,excellent,12,associate
55000,48,16,married,management,excellent,30,bachelors
15000,19,12,single,service,good,40,HS
0,21,10,single,management,very_good,25,some_HS
65000,47,12,married,management,good,40,HS
1.00E+05,37,18,married,management,very_good,40,masters
66000,73,20,married,management,very_good,25,professional_phd
80000,60,12,married,management,good,40,HS
65000,50,16,married,management,very_good,50,bachelors
47000,63,12,married,construction,good,40,HS
1.00E+05,35,12,married,management,excellent,60,HS
2790,79,16,married,management,good,6,bachelors
41000,48,11,single,service,very_good,40,some_HS
72000,56,18,married,management,very_good,40,masters
75000,57,18,single,management,very_good,40,masters
20000,39,12,married,transportation,very_good,40,HS
54000,34,16,single,management,very_good,60,bachelors
35000,35,13,married,management,excellent,40,some_college
20000,76,16,single,management,excellent,2,bachelors
17680,21,12,single,service,excellent,40,HS
132000,48,20,married,management,excellent,40,professional_phd
80000,33,16,married,service,excellent,40,bachelors
0,80,10,married,service,excellent,30,some_HS
49000,34,16,single,management,excellent,40,bachelors
40000,59,12,married,construction,very_good,40,HS
8000,34,12,married,service,excellent,20,HS
35000,49,18,single,service,very_good,40,masters
50000,21,13,single,management,very_good,16,some_college
40000,49,14,married,transportation,very_good,40,associate
80000,64,16,single,installation_production,very_good,60,bachelors
72000,51,12,married,installation_production,good,40,HS
520000,64,20,married,management,fair,50,professional_phd
50000,43,16,married,management,very_good,40,bachelors
120000,47,18,married,management,good,40,masters
60000,63,12,married,transportation,very_good,60,HS
50800,43,12,married,service,very_good,40,HS
0,21,13,single,management,very_good,25,some_college
32000,69,14,single,service,good,38,associate
75000,38,20,married,management,good,40,professional_phd
60830,68,18,married,management,excellent,45,masters
30000,23,16,single,service,excellent,10,bachelors
30000,26,10,single,construction,excellent,40,some_HS
17700,31,14,single,service,very_good,30,associate
38000,47,9,married,construction,very_good,40,some_HS
85000,73,12,married,construction,good,40,HS
80000,61,14,married,service,very_good,40,associate
25550,19,12,single,service,excellent,40,HS
20000,35,13,single,service,very_good,38,some_college
32000,35,13,married,service,good,52,some_college
0,23,16,single,management,very_good,40,bachelors
0,55,14,single,management,poor,52,associate
60000,48,16,single,management,good,40,bachelors
29000,51,13,single,service,good,40,some_college
9200,20,14,married,service,excellent,20,associate
50000,67,13,married,installation_production,good,60,some_college
20000,46,5.5,married,construction,fair,40,less_than_HS
46000,22,13,single,service,excellent,40,some_college
22000,45,12,married,service,fair,40,HS
65000,31,13,married,installation_production,good,40,some_college
20000,23,12,single,service,very_good,30,HS
59000,35,12,married,installation_production,very_good,40,HS
70000,43,13,married,installation_production,very_good,40,some_college
2.00E+05,35,16,married,management,excellent,36,bachelors
2.00E+05,36,16,married,management,very_good,40,bachelors
87000,40,12,married,installation_production,good,40,HS
43000,36,16,married,management,very_good,50,bachelors
30000,34,16,single,service,excellent,40,bachelors
125000,38,16,married,service,excellent,50,bachelors
55002,46,16,married,construction,excellent,40,bachelors
89000,49,16,married,management,very_good,40,bachelors
48000,29,20,married,management,excellent,40,professional_phd
55000,60,16,married,management,good,40,bachelors
30000,50,14,married,construction,excellent,40,associate
110000,60,18,married,management,very_good,40,masters
72000,31,20,married,management,very_good,40,professional_phd
60000,49,13,married,management,very_good,40,some_college
53000,62,18,married,management,good,40,masters
130000,63,20,single,management,good,40,professional_phd
23000,26,12,married,service,very_good,40,HS
46000,35,16,single,service,excellent,40,bachelors
0,40,16,married,management,excellent,40,bachelors
